Player_ID,data_source,matches,runs,balls_faced,batting_average,strike_rate,boundary_pct,fifties,hundreds,wickets,economy,bowling_strike_rate,balls_bowled,powerplay_sr,middle_sr,death_sr,powerplay_econ,middle_econ,death_econ
PACE052,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACE053,real,20,20,31,3.3,64.5,60.0,0,0,20,8.8,22.2,444,0.0,20.0,73.1,6.9,9.3,11.6
PACE054,real,25,16,16,8.0,100.0,37.5,0,0,26,10.5,20.0,519,0.0,0.0,100.0,11.3,10.0,11.9
PACE055,real,8,0,0,0,0.0,0.0,0,0,4,9.3,37.8,151,0.0,0.0,0.0,7.0,9.3,9.9
PACE056,real,15,28,27,7.0,103.7,71.4,0,0,16,8.7,20.3,325,0.0,50.0,119.0,8.2,6.6,11.0
PACE057,real,23,20,20,3.3,100.0,70.0,0,0,24,10.2,20.8,499,0.0,83.3,107.1,11.3,9.5,10.4
PACE058,real,12,0,0,0,0.0,0.0,0,0,13,9.9,19.0,247,0.0,0.0,0.0,9.3,11.2,10.0
PACE059,real,17,8,14,8,57.1,0.0,0,0,24,10.2,14.7,352,0.0,44.4,80.0,8.1,11.0,10.4
PACE060,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACE061,real,9,8,8,8,100.0,50.0,0,0,7,8.7,29.1,204,0.0,0.0,100.0,10.1,7.9,8.7
PACE062,real,42,166,125,15.1,132.8,66.3,0,0,47,9.9,18.4,866,200.0,109.5,155.7,9.2,11.8,10.5
PACE063,real,22,0,0,0,0.0,0.0,0,0,27,10.8,17.3,467,0.0,0.0,0.0,10.3,10.5,11.4
PACE064,real,10,1,6,1,16.7,0.0,0,0,17,11.0,10.8,183,0.0,0.0,16.7,11.2,10.6,12.7
PACE065,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PACE066,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIN001,real,71,38,57,3.5,66.7,42.1,0,0,71,8.7,20.9,1483,0.0,55.0,73.0,8.5,8.4,12.1
SPIN002,real,91,496,313,16.5,158.5,68.5,0,0,104,8.2,19.8,2060,0.0,132.3,170.0,8.2,7.9,10.0
SPIN003,real,51,31,58,2.8,53.4,45.2,0,0,61,8.4,18.0,1098,0.0,21.7,74.3,9.6,8.3,8.3
SPIN004,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIN005,real,86,15,35,15.0,42.9,0.0,0,0,112,8.6,17.0,1907,0.0,9.1,58.3,6.8,8.5,9.5
SPIN006,real,67,153,182,12.8,84.1,45.8,0,0,74,8.4,19.5,1444,0.0,74.4,87.1,11.5,8.2,9.6
SPIN007,real,49,112,107,8.0,104.7,66.1,0,0,45,8.1,23.4,1052,0.0,80.6,114.5,6.0,7.9,11.0
SPIN008,real,38,17,34,5.7,50.0,35.3,0,0,36,8.4,24.3,876,0.0,23.1,66.7,8.7,8.2,8.4
SPIN009,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIN010,real,46,229,194,19.1,118.0,55.0,0,0,37,8.1,22.2,823,0.0,87.5,136.1,9.7,7.5,11.4
SPIN011,real,39,0,0,0,0.0,0.0,0,0,27,9.1,29.7,803,0.0,0.0,0.0,7.3,9.2,8.6
SPIN012,real,23,3,8,3.0,37.5,0.0,0,0,19,9.2,28.7,546,0.0,0.0,37.5,9.4,8.7,11.0
SPIN013,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPIN014,real,28,40,39,5.7,102.6,50.0,0,0,36,8.5,16.7,600,0.0,123.5,86.4,9.4,8.3,9.5
